 Sample   Time     Commanded Pos   Encoder 1 Pos   Control Effort
    86    1.218            2000            1727          1.4432;
    87    1.233            2000            1733          1.4469;
    88    1.247            2000            1735          1.4518;
    89    1.261            2000            1735          1.4573;
    90    1.275            2000            1735          1.4628;
    91    1.289            2000            1735          1.4683;
    92    1.303            2000            1735          1.4737;
    93    1.318            2000            1735          1.4792;
    94    1.332            2000            1735          1.4847;
    95    1.346            2000            1735          1.4902;
    96    1.360            2000            1735          1.4957;
    97    1.374            2000            1735          1.5012;
    98    1.388            2000            1735          1.5067;
    99    1.403            2000            1735          1.5116;
   100    1.417            2000            1736          1.5171;
   101    1.431            2000            1737          1.5226;
   102    1.445            2000            1738          1.5275;
   103    1.459            2000            1739          1.5330;
   104    1.473            2000            1742          1.5379;
   105    1.488            2000            1745          1.5427;
   106    1.502            2000            1748          1.5476;
   107    1.516            2000            1753          1.5519;
   108    1.530            2000            1759          1.5562;
   109    1.544            2000            1766          1.5598;
   110    1.558            2000            1775          1.5629;
   111    1.573            2000            1784          1.5659;
   112    1.587            2000            1793          1.5684;
   113    1.601            2000            1801          1.5708;
   114    1.615            2000            1809          1.5733;
   115    1.629            2000            1816          1.5763;
   116    1.643            2000            1823          1.5788;
   117    1.658            2000            1830          1.5806;
   118    1.672            2000            1838          1.5830;
   119    1.686            2000            1844          1.5849;
   120    1.700            2000            1850          1.5867;
   121    1.714            2000            1855          1.5885;
   122    1.728            2000            1858          1.5910;
   123    1.743            2000            1861          1.5934;
   124    1.757            2000            1862          1.5958;
   125    1.771            2000            1864          1.5983;
   126    1.785            2000            1864          1.6007;
   127    1.799            2000            1865          1.6038;
   128    1.813            2000            1866          1.6062;
   129    1.828            2000            1866          1.6087;
   130    1.842            2000            1867          1.6117;
   131    1.856            2000            1868          1.6142;
   132    1.870            2000            1869          1.6166;
   133    1.884            2000            1870          1.6190;
   134    1.898            2000            1871          1.6215;
   135    1.913            2000            1871          1.6239;
   136    1.927            2000            1872          1.6264;
   137    1.941            2000            1873          1.6294;
   138    1.955            2000            1874          1.6319;
   139    1.969            2000            1874          1.6343;
   140    1.983            2000            1875          1.6368;
   141    1.998            2000            1876          1.6392;
   142    2.012            2000            1877          1.6416;
   143    2.026            2000            1878          1.6435;
   144    2.040            2000            1878          1.6459;
   145    2.054            2000            1879          1.6484;
   146    2.068            2000            1880          1.6508;
   147    2.083            2000            1881          1.6532;
   148    2.097            2000            1882          1.6551;
   149    2.111            2000            1883          1.6575;
   150    2.125            2000            1885          1.6600;
   151    2.139            2000            1888          1.6618;
   152    2.153            2000            1891          1.6636;
   153    2.168            2000            1897          1.6648;
   154    2.182            2000            1904          1.6654;
   155    2.196            2000            1912          1.6661;
   156    2.210            2000            1921          1.6661;
   157    2.224            2000            1928          1.6661;
   158    2.238            2000            1932          1.6667;
   159    2.253            2000            1934          1.6673;
   160    2.267            2000            1934          1.6685;
   161    2.281            2000            1934          1.6697;
   162    2.295            2000            1934          1.6716;
   163    2.309            2000            1934          1.6728;
   164    2.323            2000            1934          1.6740;
   165    2.338            2000            1934          1.6752;
   166    2.352            2000            1934          1.6770;
   167    2.366            2000            1934          1.6783;
   168    2.380            2000            1934          1.6795;
   169    2.394            2000            1934          1.6807;
   170    2.408            2000            1934          1.6825;
   171    2.423            2000            1934          1.6838;
   172    2.437            2000            1934          1.6850;
   173    2.451            2000            1934          1.6862;
   174    2.465            2000            1934          1.6874;
   175    2.479            2000            1934          1.6893;
   176    2.493            2000            1934          1.6905;
   177    2.508            2000            1934          1.6917;
   178    2.522            2000            1934          1.6929;
   179    2.536            2000            1935          1.6941;
   180    2.550            2000            1935          1.6954;
   181    2.564            2000            1935          1.6972;
   182    2.578            2000            1935          1.6984;
   183    2.593            2000            1936          1.6996;
   184    2.607            2000            1936          1.7009;
   185    2.621            2000            1936          1.7021;
   186    2.635            2000            1937          1.7033;
   187    2.649            2000            1938          1.7045;
   188    2.663            2000            1938          1.7057;
   189    2.678            2000            1939          1.7070;
   190    2.692            2000            1940          1.7076;
   191    2.706            2000            1941          1.7088;
   192    2.720            2000            1943          1.7100;
   193    2.734            2000            1946          1.7106;
   194    2.748            2000            1951          1.7112;
   195    2.763            2000            1958          1.7106;
   196    2.777            2000            1967          1.7100;
   197    2.791            2000            1976          1.7088;
   198    2.805            2000            1986          1.7076;
   199    2.819            2000            1995          1.7057;
   200    2.833            2000            2003          1.7045;
   201    2.848            2000            2008          1.7033;
   202    2.862            2000            2010          1.7021;
   203    2.876            2000            2011          1.7015;
   204    2.890            2000            2011          1.7015;
   205    2.904            2000            2011          1.7015;
   206    2.918            2000            2011          1.7009;
   207    2.933            2000            2011          1.7009;
   208    2.947            2000            2011          1.7002;
   209    2.961            2000            2011          1.7002;
   210    2.975            2000            2011          1.7002;
   211    2.989            2000            2011          1.6996;
   212    3.003            2000            2011          1.6996;
   213    3.018            2000            2011          1.6996;
   214    3.032            2000            2011          1.6990;
   215    3.046            2000            2011          1.6990;
   216    3.060            2000            2011          1.6984;
   217    3.074            2000            2011          1.6984;
   218    3.088            2000            2011          1.6984;
   219    3.103            2000            2011          1.6978;
   220    3.117            2000            2011          1.6978;
   221    3.131            2000            2011          1.6978;
   222    3.145            2000            2011          1.6972;
   223    3.159            2000            2011          1.6972;
   224    3.173            2000            2011          1.6966;
   225    3.188            2000            2011          1.6966;
   226    3.202            2000            2011          1.6966;
   227    3.216            2000            2011          1.6960;
   228    3.230            2000            2011          1.6960;
   229    3.244            2000            2011          1.6960;
   230    3.258            2000            2011          1.6954;
   231    3.273            2000            2011          1.6954;
   232    3.287            2000            2011          1.6947;
   233    3.301            2000            2011          1.6947;
   234    3.315            2000            2011          1.6947;
   235    3.329            2000            2011          1.6941;
   236    3.343            2000            2011          1.6941;
   237    3.358            2000            2011          1.6941;
   238    3.372            2000            2011          1.6935;
   239    3.386            2000            2011          1.6935;
   240    3.400            2000            2011          1.6929;
   241    3.414            2000            2011          1.6929;
   242    3.428            2000            2011          1.6929;
   243    3.443            2000            2011          1.6923;
   244    3.457            2000            2011          1.6923;
   245    3.471            2000            2011          1.6923;
   246    3.485            2000            2011          1.6917;
   247    3.499            2000            2011          1.6917;
   248    3.513            2000            2011          1.6911;
   249    3.528            2000            2011          1.6911;
   250    3.542            2000            2011          1.6911;
   251    3.556            2000            2011          1.6905;
   252    3.570            2000            2011          1.6905;
   253    3.584            2000            2011          1.6905;
   254    3.598            2000            2011          1.6899;
   255    3.613            2000            2011          1.6899;
   256    3.627            2000            2011          1.6893;
   257    3.641            2000            2011          1.6893;
   258    3.655            2000            2011          1.6893;
   259    3.669            2000            2011          1.6886;
   260    3.683            2000            2011          1.6886;
   261    3.698            2000            2011          1.6886;
   262    3.712            2000            2011          1.6880;
   263    3.726            2000            2011          1.6880;
   264    3.740            2000            2011          1.6874;
   265    3.754            2000            2011          1.6874;
   266    3.768            2000            2011          1.6874;
   267    3.783            2000            2011          1.6868;
   268    3.797            2000            2011          1.6868;
   269    3.811            2000            2011          1.6868;
   270    3.825            2000            2011          1.6862;
   271    3.839            2000            2011          1.6862;
   272    3.853            2000            2011          1.6856;
   273    3.868            2000            2011          1.6856;
   274    3.882            2000            2011          1.6856;
   275    3.896            2000            2011          1.6850;
   276    3.910            2000            2011          1.6850;
   277    3.924            2000            2011          1.6850;
   278    3.938            2000            2011          1.6844;
   279    3.953            2000            2011          1.6844;
   280    3.967            2000            2011          1.6838;
   281    3.981            2000            2011          1.6838;
   282    3.995            2000            2011          1.6838;
   283    4.009            2000            2011          1.6832;
   284    4.023            2000            2011          1.6832;
   285    4.038            2000            2011          1.6832;
   286    4.052            2000            2011          1.6825;
   287    4.066            2000            2011          1.6825;
   288    4.080            2000            2011          1.6819;
   289    4.094            2000            2011          1.6819;
   290    4.108            2000            2011          1.6819;
   291    4.123            2000            2011          1.6813;
   292    4.137            2000            2011          1.6813;
   293    4.151            2000            2011          1.6813;
   294    4.165            2000            2011          1.6807;
   295    4.179            2000            2011          1.6807;
   296    4.193            2000            2011          1.6801;
   297    4.208            2000            2011          1.6801;
   298    4.222            2000            2011          1.6801;
   299    4.236            2000            2011          1.6795;
   300    4.250            2000            2011          1.6795;
   301    4.264            2000            2011          1.6795;
   302    4.278            2000            2011          1.6789;
   303    4.293            2000            2011          1.6789;
   304    4.307            2000            2011          1.6783;
   305    4.321            2000            2011          1.6783;
   306    4.335            2000            2011          1.6783;
   307    4.349            2000            2011          1.6777;
   308    4.363            2000            2011          1.6777;
   309    4.378            2000            2011          1.6777;
   310    4.392            2000            2011          1.6770;
   311    4.406            2000            2011          1.6770;
   312    4.420            2000            2011          1.6764;
   313    4.434            2000            2011          1.6764;
   314    4.448            2000            2011          1.6764;
   315    4.463            2000            2011          1.6758;
   316    4.477            2000            2011          1.6758;
   317    4.491            2000            2011          1.6758;
   318    4.505            2000            2011          1.6752;
   319    4.519            2000            2011          1.6752;
   320    4.533            2000            2011          1.6746;
   321    4.548            2000            2011          1.6746;
   322    4.562            2000            2011          1.6746;
   323    4.576            2000            2011          1.6740;
   324    4.590            2000            2011          1.6740;
   325    4.604            2000            2011          1.6740;
   326    4.618            2000            2011          1.6734;
   327    4.633            2000            2011          1.6734;
   328    4.647            2000            2011          1.6728;
   329    4.661            2000            2011          1.6728;
   330    4.675            2000            2011          1.6728;
   331    4.689            2000            2011          1.6722;
   332    4.703            2000            2011          1.6722;
   333    4.718            2000            2011          1.6722;
   334    4.732            2000            2011          1.6716;
   335    4.746            2000            2011          1.6716;
   336    4.760            2000            2011          1.6709;
   337    4.774            2000            2011          1.6709;
   338    4.788            2000            2011          1.6709;
   339    4.803            2000            2011          1.6703;
   340    4.817            2000            2011          1.6703;
   341    4.831            2000            2011          1.6703;
   342    4.845            2000            2011          1.6697;
   343    4.859            2000            2011          1.6697;
   344    4.873            2000            2011          1.6691;
   345    4.888            2000            2011          1.6691;
   346    4.902            2000            2011          1.6691;
   347    4.916            2000            2011          1.6685;
   348    4.930            2000            2011          1.6685;
   349    4.944            2000            2011          1.6685;
   350    4.958            2000            2011          1.6679;
   351    4.973            2000            2011          1.6679;
   352    4.987            2000            2011          1.6673;
   353    5.001            2000            2011          1.6673;
   354    5.015            2000            2011          1.6673;
   355    5.029            2000            2011          1.6667;
   356    5.043            2000            2011          1.6667;
   357    5.058            2000            2011          1.6667;
   358    5.072            2000            2011          1.6661;
   359    5.086            2000            2011          1.6661;
   360    5.100            2000            2011          1.6654;
   361    5.114            2000            2011          1.6654;
   362    5.128            2000            2011          1.6654;
   363    5.143            2000            2011          1.6648;
   364    5.157            2000            2011          1.6648;
   365    5.171            2000            2011          1.6648;
   366    5.185            2000            2011          1.6642;
   367    5.199            2000            2011          1.6642;
   368    5.213            2000            2011          1.6636;
   369    5.228            2000            2011          1.6636;
   370    5.242            2000            2011          1.6636;
   371    5.256            2000            2011          1.6630;
   372    5.270            2000            2011          1.6630;
   373    5.284            2000            2011          1.6630;
   374    5.298            2000            2011          1.6624;
   375    5.313            2000            2011          1.6624;
   376    5.327            2000            2011          1.6618;
   377    5.341            2000            2011          1.6618;
   378    5.355            2000            2011          1.6618;
   379    5.369            2000            2011          1.6612;
   380    5.383            2000            2011          1.6612;
   381    5.398            2000            2011          1.6612;
   382    5.412            2000            2011          1.6606;
   383    5.426            2000            2011          1.6606;
   384    5.440            2000            2011          1.6600;
   385    5.454            2000            2011          1.6600;
   386    5.468            2000            2011          1.6600;
   387    5.483            2000            2011          1.6593;
   388    5.497            2000            2011          1.6593;
   389    5.511            2000            2011          1.6593;
   390    5.525            2000            2011          1.6587;
   391    5.539            2000            2011          1.6587;
   392    5.553            2000            2011          1.6581;
   393    5.568            2000            2011          1.6581;
   394    5.582            2000            2011          1.6581;
   395    5.596            2000            2011          1.6575;
   396    5.610            2000            2011          1.6575;
   397    5.624            2000            2011          1.6575;
   398    5.638            2000            2011          1.6569;
   399    5.653            2000            2011          1.6569;
   400    5.667            2000            2011          1.6563;
   401    5.681            2000            2011          1.6563;
   402    5.695            2000            2011          1.6563;
   403    5.709            2000            2011          1.6557;
   404    5.723            2000            2011          1.6557;
   405    5.738            2000            2011          1.6557;
   406    5.752            2000            2011          1.6551;
   407    5.766            2000            2011          1.6551;
   408    5.780            2000            2011          1.6545;
   409    5.794            2000            2011          1.6545;
   410    5.808            2000            2011          1.6545;
   411    5.823            2000            2011          1.6538;
   412    5.837            2000            2011          1.6538;
   413    5.851            2000            2011          1.6538;
   414    5.865            2000            2010          1.6532;
   415    5.879            2000            2011          1.6532;
   416    5.893            2000            2010          1.6532;
   417    5.908            2000            2010          1.6532;
   418    5.922            2000            2010          1.6526;
   419    5.936            2000            2010          1.6526;
   420    5.950            2000            2010          1.6526;
   421    5.964            2000            2010          1.6520;
   422    5.978            2000            2010          1.6520;
   423    5.993            2000            2010          1.6520;
   424    6.007            2000            2010          1.6514;
   425    6.021            2000            2010          1.6514;
   426    6.035            2000            2010          1.6514;
   427    6.049            2000            2010          1.6508;
   428    6.063            2000            2010          1.6508;
   429    6.078            2000            2010          1.6508;
   430    6.092            2000            2010          1.6502;
   431    6.106            2000            2010          1.6502;
   432    6.120            2000            2010          1.6502;
   433    6.134            2000            2010          1.6496;
   434    6.148            2000            2010          1.6496;
   435    6.163            2000            2010          1.6496;
   436    6.177            2000            2010          1.6490;
   437    6.191            2000            2010          1.6490;
   438    6.205            2000            2010          1.6490;
   439    6.219            2000            2010          1.6484;
   440    6.233            2000            2010          1.6484;
   441    6.248            2000            2010          1.6484;
   442    6.262            2000            2010          1.6477;
   443    6.276            2000            2010          1.6477;
   444    6.290            2000            2010          1.6477;
   445    6.304            2000            2010          1.6477;
   446    6.318            2000            2010          1.6471;
   447    6.333            2000            2010          1.6471;
   448    6.347            2000            2010          1.6471;
   449    6.361            2000            2010          1.6465;
   450    6.375            2000            2010          1.6465;
   451    6.389            2000            2010          1.6465;
   452    6.403            2000            2010          1.6459;
   453    6.418            2000            2010          1.6459;
   454    6.432            2000            2010          1.6459;
   455    6.446            2000            2010          1.6453;
   456    6.460            2000            2010          1.6453;
   457    6.474            2000            2010          1.6453;
   458    6.488            2000            2010          1.6447;
   459    6.503            2000            2010          1.6447;
   460    6.517            2000            2010          1.6447;
   461    6.531            2000            2010          1.6441;
   462    6.545            2000            2010          1.6441;
   463    6.559            2000            2010          1.6441;
   464    6.573            2000            2010          1.6435;
   465    6.588            2000            2010          1.6435;
   466    6.602            2000            2010          1.6435;
   467    6.616            2000            2010          1.6429;
   468    6.630            2000            2010          1.6429;
   469    6.644            2000            2010          1.6429;
   470    6.658            2000            2010          1.6422;
   471    6.673            2000            2010          1.6422;
   472    6.687            2000            2010          1.6422;
   473    6.701            2000            2010          1.6416;
   474    6.715            2000            2010          1.6416;
   475    6.729            2000            2010          1.6416;
   476    6.743            2000            2010          1.6410;
   477    6.758            2000            2010          1.6410;
   478    6.772            2000            2010          1.6410;
   479    6.786            2000            2010          1.6404;
   480    6.800            2000            2010          1.6404;
   481    6.814            2000            2010          1.6404;
   482    6.828            2000            2010          1.6404;
   483    6.843            2000            2010          1.6398;
   484    6.857            2000            2010          1.6398;
   485    6.871            2000            2010          1.6398;
   486    6.885            2000            2010          1.6392;
   487    6.899            2000            2010          1.6392;
   488    6.913            2000            2010          1.6392;
   489    6.928            2000            2010          1.6386;
   490    6.942            2000            2010          1.6386;
   491    6.956            2000            2010          1.6386;
   492    6.970            2000            2010          1.6380;
   493    6.984            2000            2010          1.6380;
   494    6.998            2000            2010          1.6380;
   495    7.013            2000            2010          1.6374;
   496    7.027            2000            2010          1.6374;
   497    7.041            2000            2010          1.6374;
   498    7.055            2000            2010          1.6368;
   499    7.069            2000            2010          1.6368;
   500    7.083            2000            2010          1.6368;
   501    7.098            2000            2010          1.6361;
   502    7.112            2000            2010          1.6361;
   503    7.126            2000            2010          1.6361;
   504    7.140            2000            2010          1.6355;
   505    7.154            2000            2010          1.6355;
   506    7.168            2000            2010          1.6355;
   507    7.183            2000            2010          1.6349;
   508    7.197            2000            2010          1.6349;
   509    7.211            2000            2010          1.6349;
   510    7.225            2000            2010          1.6343;
   511    7.239            2000            2010          1.6343;
   512    7.253            2000            2010          1.6343;
   513    7.268            2000            2010          1.6337;
   514    7.282            2000            2010          1.6337;
   515    7.296            2000            2010          1.6337;
   516    7.310            2000            2010          1.6331;
   517    7.324            2000            2010          1.6331;
   518    7.338            2000            2010          1.6331;
   519    7.353            2000            2010          1.6331;
   520    7.367            2000            2010          1.6325;
   521    7.381            2000            2010          1.6325;
   522    7.395            2000            2010          1.6325;
   523    7.409            2000            2010          1.6319;
   524    7.423            2000            2010          1.6319;
   525    7.438            2000            2010          1.6319;
   526    7.452            2000            2010          1.6313;
   527    7.466            2000            2010          1.6313;
   528    7.480            2000            2010          1.6313;
   529    7.494            2000            2010          1.6306;
   530    7.508            2000            2010          1.6306;
   531    7.523            2000            2010          1.6306;
   532    7.537            2000            2010          1.6300;
   533    7.551            2000            2010          1.6300;
   534    7.565            2000            2010          1.6300;
   535    7.579            2000            2010          1.6294;
   536    7.593            2000            2010          1.6294;
   537    7.608            2000            2010          1.6294;
   538    7.622            2000            2010          1.6288;
   539    7.636            2000            2010          1.6288;
   540    7.650            2000            2010          1.6288;
   541    7.664            2000            2010          1.6282;
   542    7.678            2000            2010          1.6282;
   543    7.693            2000            2010          1.6282;
   544    7.707            2000            2010          1.6276;
   545    7.721            2000            2010          1.6276;
   546    7.735            2000            2010          1.6276;
   547    7.749            2000            2010          1.6270;
   548    7.763            2000            2010          1.6270;
   549    7.778            2000            2010          1.6270;
   550    7.792            2000            2010          1.6264;
   551    7.806            2000            2010          1.6264;
   552    7.820            2000            2010          1.6264;
   553    7.834            2000            2010          1.6258;
   554    7.848            2000            2010          1.6258;
   555    7.863            2000            2010          1.6258;
   556    7.877            2000            2010          1.6258;
   557    7.891            2000            2010          1.6252;
   558    7.905            2000            2010          1.6252;
   559    7.919            2000            2010          1.6252;
   560    7.933            2000            2010          1.6245;
   561    7.948            2000            2010          1.6245;
   562    7.962            2000            2010          1.6245;
   563    7.976            2000            2010          1.6239;
   564    7.990            2000            2010          1.6239;
   565    8.004            2000            2010          1.6239;
   566    8.018            2000            2010          1.6233;
   567    8.033            2000            2010          1.6233;
   568    8.047            2000            2010          1.6233;
   569    8.061            2000            2010          1.6227;
   570    8.075            2000            2010          1.6227;
   571    8.089            2000            2010          1.6227;
   572    8.103            2000            2010          1.6221;
   573    8.118            2000            2010          1.6221;
   574    8.132            2000            2010          1.6221;
   575    8.146            2000            2010          1.6215;
   576    8.160            2000            2010          1.6215;
   577    8.174            2000            2010          1.6215;
   578    8.188            2000            2010          1.6209;
   579    8.203            2000            2010          1.6209;
   580    8.217            2000            2010          1.6209;
   581    8.231            2000            2010          1.6203;
   582    8.245            2000            2010          1.6203;
   583    8.259            2000            2010          1.6203;
   584    8.273            2000            2010          1.6197;
   585    8.288            2000            2010          1.6197;
   586    8.302            2000            2010          1.6197;
   587    8.316            2000            2010          1.6190;
   588    8.330            2000            2010          1.6190;
   589    8.344            2000            2010          1.6190;
   590    8.358            2000            2010          1.6184;
   591    8.373            2000            2010          1.6184;
   592    8.387            2000            2010          1.6184;
   593    8.401            2000            2010          1.6184;
   594    8.415            2000            2010          1.6178;
   595    8.429            2000            2010          1.6178;
   596    8.443            2000            2010          1.6178;
   597    8.458            2000            2010          1.6172;
   598    8.472            2000            2010          1.6172;
   599    8.486            2000            2010          1.6172;
   600    8.500            2000            2010          1.6166;
   601    8.514            2000            2010          1.6166;
   602    8.528            2000            2010          1.6166;
   603    8.543            2000            2010          1.6160;
   604    8.557            2000            2010          1.6160;
   605    8.571            2000            2010          1.6160;
   606    8.585            2000            2010          1.6154;
   607    8.599            2000            2010          1.6154;
   608    8.613            2000            2010          1.6154;
   609    8.628            2000            2010          1.6148;
   610    8.642            2000            2010          1.6148;
   611    8.656            2000            2010          1.6148;
   612    8.670            2000            2010          1.6142;
   613    8.684            2000            2010          1.6142;
   614    8.698            2000            2010          1.6142;
   615    8.713            2000            2010          1.6136;
   616    8.727            2000            2010          1.6136;
   617    8.741            2000            2010          1.6136;
   618    8.755            2000            2010          1.6129;
   619    8.769            2000            2010          1.6129;
   620    8.783            2000            2010          1.6129;
   621    8.798            2000            2010          1.6123;
   622    8.812            2000            2010          1.6123;
   623    8.826            2000            2010          1.6123;
   624    8.840            2000            2010          1.6117;
   625    8.854            2000            2010          1.6117;
   626    8.868            2000            2010          1.6117;
   627    8.883            2000            2010          1.6117;
   628    8.897            2000            2010          1.6111;
   629    8.911            2000            2010          1.6111;
   630    8.925            2000            2010          1.6111;
   631    8.939            2000            2010          1.6105;
   632    8.953            2000            2010          1.6105;
   633    8.968            2000            2010          1.6105;
   634    8.982            2000            2010          1.6099;
   635    8.996            2000            2010          1.6099;
   636    9.010            2000            2010          1.6099;
   637    9.024            2000            2010          1.6093;
   638    9.038            2000            2010          1.6093;
   639    9.053            2000            2010          1.6093;
   640    9.067            2000            2010          1.6087;
   641    9.081            2000            2010          1.6087;
   642    9.095            2000            2010          1.6087;
   643    9.109            2000            2010          1.6081;
   644    9.123            2000            2010          1.6081;
   645    9.138            2000            2010          1.6081;
   646    9.152            2000            2010          1.6074;
   647    9.166            2000            2010          1.6074;
   648    9.180            2000            2010          1.6074;
   649    9.194            2000            2010          1.6068;
   650    9.208            2000            2010          1.6068;
   651    9.223            2000            2010          1.6068;
   652    9.237            2000            2010          1.6062;
   653    9.251            2000            2010          1.6062;
   654    9.265            2000            2010          1.6062;
   655    9.279            2000            2010          1.6056;
   656    9.293            2000            2010          1.6056;
   657    9.308            2000            2010          1.6056;
   658    9.322            2000            2010          1.6050;
   659    9.336            2000            2010          1.6050;
   660    9.350            2000            2010          1.6050;
   661    9.364            2000            2010          1.6044;
   662    9.378            2000            2010          1.6044;
   663    9.393            2000            2010          1.6044;
   664    9.407            2000            2010          1.6044;
   665    9.421            2000            2010          1.6038;
   666    9.435            2000            2010          1.6038;
   667    9.449            2000            2010          1.6038;
   668    9.463            2000            2010          1.6032;
   669    9.478            2000            2010          1.6032;
   670    9.492            2000            2010          1.6032;
   671    9.506            2000            2010          1.6026;
   672    9.520            2000            2010          1.6026;
   673    9.534            2000            2010          1.6026;
   674    9.548            2000            2010          1.6020;
   675    9.563            2000            2010          1.6020;
   676    9.577            2000            2010          1.6020;
   677    9.591            2000            2010          1.6013;
   678    9.605            2000            2010          1.6013;
   679    9.619            2000            2010          1.6013;
   680    9.633            2000            2010          1.6007;
   681    9.648            2000            2010          1.6007;
   682    9.662            2000            2010          1.6007;
   683    9.676            2000            2010          1.6001;
   684    9.690            2000            2010          1.6001;
   685    9.704            2000            2010          1.6001;
   686    9.718            2000            2010          1.5995;
   687    9.733            2000            2010          1.5995;
   688    9.747            2000            2010          1.5995;
   689    9.761            2000            2010          1.5989;
   690    9.775            2000            2010          1.5989;
   691    9.789            2000            2010          1.5989;
   692    9.803            2000            2010          1.5983;
   693    9.818            2000            2010          1.5983;
   694    9.832            2000            2010          1.5983;
   695    9.846            2000            2010          1.5977;
   696    9.860            2000            2010          1.5977;
   697    9.874            2000            2010          1.5977;
   698    9.888            2000            2010          1.5971;
   699    9.903            2000            2010          1.5971;
   700    9.917            2000            2010          1.5971;
   701    9.931            2000            2010          1.5971;
   702    9.945            2000            2010          1.5965;
   703    9.959            2000            2010          1.5965;
   704    9.973            2000            2010          1.5965;
   705    9.988            2000            2010          1.5958;
   706   10.002               0            2010          1.5958;
   707   10.016               0            2009          1.1832;
   708   10.030               0            1995          1.1435;
   709   10.044               0            1974          1.1056;
   710   10.058               0            1946          1.0696;
   711   10.073               0            1912          1.0354;
   712   10.087               0            1872          1.0031;
   713   10.101               0            1827          0.9725;
   714   10.115               0            1776          0.9444;
   715   10.129               0            1719          0.9182;
   716   10.143               0            1658          0.8944;
   717   10.158               0            1593          0.8724;
   718   10.172               0            1527          0.8523;
   719   10.186               0            1462          0.8333;
   720   10.200               0            1398          0.8156;
   721   10.214               0            1336          0.7991;
   722   10.228               0            1276          0.7839;
   723   10.243               0            1220          0.7686;
   724   10.257               0            1172          0.7540;
   725   10.271               0            1132          0.7387;
   726   10.285               0            1101          0.7222;
   727   10.299               0            1078          0.7051;
   728   10.313               0            1064          0.6862;
   729   10.328               0            1059          0.6661;
   730   10.342               0            1058          0.6447;
   731   10.356               0            1060          0.6227;
   732   10.370               0            1060          0.6007;
   733   10.384               0            1059          0.5794;
   734   10.398               0            1059          0.5574;
