 Sample   Time     Commanded Pos   Encoder 1 Pos   Control Effort

[    0    0.000            2000               0          0.0421;
     1    0.012            2000               0          0.2375;
     2    0.025            2000               4          0.2766;
     3    0.037            2000              13          0.3150;
     4    0.050            2000              26          0.3529;
     5    0.062            2000              42          0.3901;
     6    0.074            2000              62          0.4267;
     7    0.087            2000              85          0.4628;
     8    0.099            2000             112          0.4976;
     9    0.112            2000             143          0.5317;
    10    0.124            2000             180          0.5653;
    11    0.136            2000             222          0.5971;
    12    0.149            2000             271          0.6276;
    13    0.161            2000             328          0.6569;
    14    0.174            2000             391          0.6838;
    15    0.186            2000             460          0.7094;
    16    0.198            2000             531          0.7332;
    17    0.211            2000             604          0.7552;
    18    0.223            2000             678          0.7759;
    19    0.236            2000             753          0.7955;
    20    0.248            2000             828          0.8132;
    21    0.260            2000             901          0.8291;
    22    0.273            2000             969          0.8443;
    23    0.285            2000            1032          0.8590;
    24    0.298            2000            1091          0.8724;
    25    0.310            2000            1142          0.8852;
    26    0.322            2000            1187          0.8974;
    27    0.335            2000            1225          0.9096;
    28    0.347            2000            1256          0.9219;
    29    0.359            2000            1277          0.9341;
    30    0.372            2000            1289          0.9469;
    31    0.384            2000            1293          0.9603;
    32    0.397            2000            1290          0.9744;
    33    0.409            2000            1287          0.9884;
    34    0.421            2000            1286          1.0024;
    35    0.434            2000            1287          1.0165;
    36    0.446            2000            1287          1.0305;
    37    0.459            2000            1287          1.0440;
    38    0.471            2000            1288          1.0580;
    39    0.483            2000            1288          1.0720;
    40    0.496            2000            1288          1.0861;
    41    0.508            2000            1288          1.0995;
    42    0.521            2000            1289          1.1136;
    43    0.533            2000            1290          1.1276;
    44    0.545            2000            1291          1.1410;
    45    0.558            2000            1291          1.1551;
    46    0.570            2000            1291          1.1691;
    47    0.583            2000            1292          1.1825;
    48    0.595            2000            1294          1.1966;
    49    0.607            2000            1296          1.2100;
    50    0.620            2000            1298          1.2234;
    51    0.632            2000            1301          1.2369;
    52    0.645            2000            1305          1.2503;
    53    0.657            2000            1311          1.2637;
    54    0.669            2000            1318          1.2766;
    55    0.682            2000            1329          1.2888;
    56    0.694            2000            1341          1.3010;
    57    0.707            2000            1356          1.3126;
    58    0.719            2000            1373          1.3236;
    59    0.731            2000            1392          1.3346;
    60    0.744            2000            1413          1.3443;
    61    0.756            2000            1436          1.3541;
    62    0.769            2000            1459          1.3626;
    63    0.781            2000            1484          1.3712;
    64    0.793            2000            1511          1.3791;
    65    0.806            2000            1540          1.3858;
    66    0.818            2000            1569          1.3926;
    67    0.831            2000            1597          1.3980;
    68    0.843            2000            1625          1.4035;
    69    0.855            2000            1651          1.4084;
    70    0.868            2000            1675          1.4133;
    71    0.880            2000            1696          1.4176;
    72    0.893            2000            1712          1.4219;
    73    0.905            2000            1725          1.4261;
    74    0.917            2000            1732          1.4304;
    75    0.930            2000            1735          1.4353;
    76    0.942            2000            1734          1.4408;
    77    0.954            2000            1734          1.4457;
    78    0.967            2000            1734          1.4512;
    79    0.979            2000            1734          1.4560;
    80    0.992            2000            1734          1.4615;
    81    1.004            2000            1734          1.4664;
    82    1.016            2000            1734          1.4719;
    83    1.029            2000            1734          1.4768;
    84    1.041            2000            1735          1.4823;
    85    1.054            2000            1735          1.4872;
    86    1.066            2000            1735          1.4927;
    87    1.078            2000            1735          1.4976;
    88    1.091            2000            1735          1.5031;
    89    1.103            2000            1735          1.5079;
    90    1.116            2000            1735          1.5134;
    91    1.128            2000            1735          1.5183;
    92    1.140            2000            1735          1.5238;
    93    1.153            2000            1735          1.5287;
    94    1.165            2000            1735          1.5342;
    95    1.178            2000            1735          1.5391;
    96    1.190            2000            1736          1.5440;
    97    1.202            2000            1736          1.5495;
    98    1.215            2000            1736          1.5543;
    99    1.227            2000            1737          1.5598;
   100    1.240            2000            1738          1.5647;
   101    1.252            2000            1739          1.5696;
   102    1.264            2000            1740          1.5745;
   103    1.277            2000            1742          1.5794;
   104    1.289            2000            1745          1.5842;
   105    1.302            2000            1748          1.5891;
   106    1.314            2000            1753          1.5940;
   107    1.326            2000            1758          1.5983;
   108    1.339            2000            1763          1.6026;
   109    1.351            2000            1767          1.6068;
   110    1.364            2000            1772          1.6105;
   111    1.376            2000            1777          1.6148;
   112    1.388            2000            1783          1.6184;
   113    1.401            2000            1790          1.6221;
   114    1.413            2000            1797          1.6258;
   115    1.426            2000            1805          1.6288;
   116    1.438            2000            1813          1.6319;
   117    1.450            2000            1821          1.6349;
   118    1.463            2000            1829          1.6380;
   119    1.475            2000            1835          1.6404;
   120    1.488            2000            1840          1.6435;
   121    1.500            2000            1843          1.6459;
   122    1.512            2000            1845          1.6490;
   123    1.525            2000            1847          1.6520;
   124    1.537            2000            1849          1.6545;
   125    1.549            2000            1851          1.6575;
   126    1.562            2000            1853          1.6600;
   127    1.574            2000            1855          1.6630;
   128    1.587            2000            1857          1.6654;
   129    1.599            2000            1860          1.6679;
   130    1.611            2000            1863          1.6703;
   131    1.624            2000            1867          1.6728;
   132    1.636            2000            1871          1.6752;
   133    1.649            2000            1874          1.6770;
   134    1.661            2000            1878          1.6795;
   135    1.673            2000            1881          1.6813;
   136    1.686            2000            1884          1.6838;
   137    1.698            2000            1886          1.6856;
   138    1.711            2000            1888          1.6874;
   139    1.723            2000            1890          1.6899;
   140    1.735            2000            1891          1.6917;
   141    1.748            2000            1892          1.6935;
   142    1.760            2000            1892          1.6960;
   143    1.773            2000            1892          1.6978;
   144    1.785            2000            1892          1.7002;
   145    1.797            2000            1893          1.7021;
   146    1.810            2000            1893          1.7039;
   147    1.822            2000            1893          1.7063;
   148    1.835            2000            1894          1.7082;
   149    1.847            2000            1894          1.7100;
   150    1.859            2000            1895          1.7125;
   151    1.872            2000            1895          1.7143;
   152    1.884            2000            1896          1.7161;
   153    1.897            2000            1896          1.7186;
   154    1.909            2000            1897          1.7204;
   155    1.921            2000            1898          1.7222;
   156    1.934            2000            1899          1.7241;
   157    1.946            2000            1900          1.7259;
   158    1.959            2000            1901          1.7277;
   159    1.971            2000            1903          1.7295;
   160    1.983            2000            1905          1.7314;
   161    1.996            2000            1907          1.7332;
   162    2.008            2000            1909          1.7344;
   163    2.021            2000            1911          1.7363;
   164    2.033            2000            1913          1.7381;
   165    2.045            2000            1915          1.7393;
   166    2.058            2000            1917          1.7411;
   167    2.070            2000            1919          1.7424;
   168    2.083            2000            1921          1.7436;
   169    2.095            2000            1923          1.7448;
   170    2.107            2000            1926          1.7460;
   171    2.120            2000            1929          1.7473;
   172    2.132            2000            1932          1.7485;
   173    2.144            2000            1934          1.7497;
   174    2.157            2000            1936          1.7509;
   175    2.169            2000            1938          1.7521;
   176    2.182            2000            1940          1.7527;
   177    2.194            2000            1942          1.7540;
   178    2.206            2000            1945          1.7546;
   179    2.219            2000            1948          1.7558;
   180    2.231            2000            1952          1.7564;
   181    2.244            2000            1956          1.7570;
   182    2.256            2000            1960          1.7576;
   183    2.268            2000            1963          1.7576;
   184    2.281            2000            1966          1.7582;
   185    2.293            2000            1969          1.7589;
   186    2.306            2000            1970          1.7589;
   187    2.318            2000            1971          1.7595;
   188    2.330            2000            1972          1.7601;
   189    2.343            2000            1972          1.7607;
   190    2.355            2000            1973          1.7613;
   191    2.368            2000            1973          1.7613;
   192    2.380            2000            1974          1.7619;
   193    2.392            2000            1974          1.7625;
   194    2.405            2000            1975          1.7631;
   195    2.417            2000            1975          1.7637;
   196    2.430            2000            1976          1.7637;
   197    2.442            2000            1977          1.7643;
   198    2.454            2000            1978          1.7643;
   199    2.467            2000            1979          1.7650;
   200    2.479            2000            1981          1.7650;
   201    2.492            2000            1982          1.7656;
   202    2.504            2000            1984          1.7656;
   203    2.516            2000            1986          1.7656;
   204    2.529            2000            1988          1.7662;
   205    2.541            2000            1990          1.7662;
   206    2.554            2000            1991          1.7662;
   207    2.566            2000            1991          1.7662;
   208    2.578            2000            1992          1.7662;
   209    2.591            2000            1992          1.7662;
   210    2.603            2000            1992          1.7668;
   211    2.616            2000            1992          1.7668;
   212    2.628            2000            1992          1.7668;
   213    2.640            2000            1992          1.7668;
   214    2.653            2000            1992          1.7668;
   215    2.665            2000            1992          1.7674;
   216    2.678            2000            1992          1.7674;
   217    2.690            2000            1992          1.7674;
   218    2.702            2000            1992          1.7674;
   219    2.715            2000            1992          1.7680;
   220    2.727            2000            1993          1.7680;
   221    2.739            2000            1993          1.7680;
   222    2.752            2000            1993          1.7680;
   223    2.764            2000            1993          1.7686;
   224    2.777            2000            1993          1.7686;
   225    2.789            2000            1993          1.7686;
   226    2.801            2000            1993          1.7686;
   227    2.814            2000            1993          1.7686;
   228    2.826            2000            1993          1.7692;
   229    2.839            2000            1993          1.7692;
   230    2.851            2000            1993          1.7692;
   231    2.863            2000            1993          1.7692;
   232    2.876            2000            1993          1.7692;
   233    2.888            2000            1993          1.7698;
   234    2.901            2000            1993          1.7698;
   235    2.913            2000            1993          1.7698;
   236    2.925            2000            1993          1.7698;
   237    2.938            2000            1993          1.7698;
   238    2.950            2000            1993          1.7705;
   239    2.963            2000            1993          1.7705;
   240    2.975            2000            1993          1.7705;
   241    2.987            2000            1993          1.7705;
   242    3.000            2000            1993          1.7711;
   243    3.012            2000            1993          1.7711;
   244    3.025            2000            1993          1.7711;
   245    3.037            2000            1993          1.7711;
   246    3.049            2000            1993          1.7711;
   247    3.062            2000            1993          1.7717;
   248    3.074            2000            1994          1.7717;
   249    3.087            2000            1994          1.7717;
   250    3.099            2000            1994          1.7717;
   251    3.111            2000            1994          1.7717;
   252    3.124            2000            1994          1.7723;
   253    3.136            2000            1994          1.7723;
   254    3.149            2000            1994          1.7723;
   255    3.161            2000            1994          1.7723;
   256    3.173            2000            1994          1.7723;
   257    3.186            2000            1994          1.7729;
   258    3.198            2000            1994          1.7729;
   259    3.211            2000            1994          1.7729;
   260    3.223            2000            1994          1.7729;
   261    3.235            2000            1994          1.7729;
   262    3.248            2000            1994          1.7729;
   263    3.260            2000            1994          1.7735;
   264    3.273            2000            1994          1.7735;
   265    3.285            2000            1994          1.7735;
   266    3.297            2000            1994          1.7735;
   267    3.310            2000            1994          1.7735;
   268    3.322            2000            1994          1.7741;
   269    3.334            2000            1994          1.7741;
   270    3.347            2000            1994          1.7741;
   271    3.359            2000            1994          1.7741;
   272    3.372            2000            1994          1.7741;
   273    3.384            2000            1994          1.7741;
   274    3.396            2000            1994          1.7747;
   275    3.409            2000            1994          1.7747;
   276    3.421            2000            1994          1.7747;
   277    3.434            2000            1994          1.7747;
   278    3.446            2000            1994          1.7747;
   279    3.458            2000            1994          1.7753;
   280    3.471            2000            1994          1.7753;
   281    3.483            2000            1994          1.7753;
   282    3.496            2000            1994          1.7753;
   283    3.508            2000            1994          1.7753;
   284    3.520            2000            1994          1.7753;
   285    3.533            2000            1994          1.7759;
   286    3.545            2000            1994          1.7759;
   287    3.558            2000            1994          1.7759;
   288    3.570            2000            1994          1.7759;
   289    3.582            2000            1994          1.7759;
   290    3.595            2000            1994          1.7759;
   291    3.607            2000            1994          1.7766;
   292    3.620            2000            1994          1.7766;
   293    3.632            2000            1994          1.7766;
   294    3.644            2000            1994          1.7766;
   295    3.657            2000            1994          1.7766;
   296    3.669            2000            1994          1.7766;
   297    3.682            2000            1994          1.7772;
   298    3.694            2000            1994          1.7772;
   299    3.706            2000            1994          1.7772;
   300    3.719            2000            1994          1.7772;
   301    3.731            2000            1994          1.7772;
   302    3.744            2000            1994          1.7778;
   303    3.756            2000            1994          1.7778;
   304    3.768            2000            1994          1.7778;
   305    3.781            2000            1994          1.7778;
   306    3.793            2000            1994          1.7778;
   307    3.806            2000            1994          1.7778;
   308    3.818            2000            1994          1.7784;
   309    3.830            2000            1994          1.7784;
   310    3.843            2000            1995          1.7784;
   311    3.855            2000            1995          1.7784;
   312    3.868            2000            1995          1.7784;
   313    3.880            2000            1995          1.7784;
   314    3.892            2000            1995          1.7790;
   315    3.905            2000            1995          1.7790;
   316    3.917            2000            1995          1.7790;
   317    3.929            2000            1995          1.7790;
   318    3.942            2000            1995          1.7790;
   319    3.954            2000            1995          1.7790;
   320    3.967            2000            1995          1.7796;
   321    3.979            2000            1995          1.7796;
   322    3.991            2000            1995          1.7796;
   323    4.004            2000            1995          1.7796;
   324    4.016            2000            1995          1.7796;
   325    4.029            2000            1995          1.7796;
   326    4.041            2000            1995          1.7802;
   327    4.053            2000            1995          1.7802;
   328    4.066            2000            1995          1.7802;
   329    4.078            2000            1995          1.7802;
   330    4.091            2000            1995          1.7802;
   331    4.103            2000            1995          1.7802;
   332    4.115            2000            1995          1.7808;
   333    4.128            2000            1995          1.7808;
   334    4.140            2000            1995          1.7808;
   335    4.153            2000            1995          1.7808;
   336    4.165            2000            1995          1.7808;
   337    4.177            2000            1995          1.7808;
   338    4.190            2000            1995          1.7814;
   339    4.202            2000            1995          1.7814;
   340    4.215            2000            1995          1.7814;
   341    4.227            2000            1995          1.7814;
   342    4.239            2000            1995          1.7814;
   343    4.252            2000            1995          1.7814;
   344    4.264            2000            1995          1.7821;
   345    4.277            2000            1995          1.7821;
   346    4.289            2000            1995          1.7821;
   347    4.301            2000            1995          1.7821;
   348    4.314            2000            1995          1.7821;
   349    4.326            2000            1995          1.7821;
   350    4.339            2000            1995          1.7821;
   351    4.351            2000            1995          1.7827;
   352    4.363            2000            1995          1.7827;
   353    4.376            2000            1995          1.7827;
   354    4.388            2000            1995          1.7827;
   355    4.401            2000            1995          1.7827;
   356    4.413            2000            1995          1.7827;
   357    4.425            2000            1995          1.7827;
   358    4.438            2000            1995          1.7833;
   359    4.450            2000            1995          1.7833;
   360    4.463            2000            1995          1.7833;
   361    4.475            2000            1995          1.7833;
   362    4.487            2000            1995          1.7833;
   363    4.500            2000            1995          1.7833;
   364    4.512            2000            1995          1.7833;
   365    4.524            2000            1995          1.7839;
   366    4.537            2000            1995          1.7839;
   367    4.549            2000            1995          1.7839;
   368    4.562            2000            1995          1.7839;
   369    4.574            2000            1995          1.7839;
   370    4.586            2000            1995          1.7839;
   371    4.599            2000            1995          1.7839;
   372    4.611            2000            1995          1.7845;
   373    4.624            2000            1995          1.7845;
   374    4.636            2000            1995          1.7845;
   375    4.648            2000            1995          1.7845;
   376    4.661            2000            1995          1.7845;
   377    4.673            2000            1995          1.7845;
   378    4.686            2000            1995          1.7851;
   379    4.698            2000            1995          1.7851;
   380    4.710            2000            1995          1.7851;
   381    4.723            2000            1995          1.7851;
   382    4.735            2000            1995          1.7851;
   383    4.748            2000            1995          1.7851;
   384    4.760            2000            1995          1.7851;
   385    4.772            2000            1995          1.7857;
   386    4.785            2000            1995          1.7857;
   387    4.797            2000            1995          1.7857;
   388    4.810            2000            1995          1.7857;
   389    4.822            2000            1995          1.7857;
   390    4.834            2000            1995          1.7857;
   391    4.847            2000            1995          1.7857;
   392    4.859            2000            1995          1.7863;
   393    4.872            2000            1995          1.7863;
   394    4.884            2000            1995          1.7863;
   395    4.896            2000            1995          1.7863;
   396    4.909            2000            1995          1.7863;
   397    4.921            2000            1995          1.7863;
   398    4.934            2000            1995          1.7863;
   399    4.946            2000            1995          1.7869;
   400    4.958            2000            1995          1.7869;
   401    4.971            2000            1995          1.7869;
   402    4.983            2000            1995          1.7869;
   403    4.996            2000            1995          1.7869;
   404    5.008               0            1995          1.5916;
   405    5.020               0            1993          1.5531;
   406    5.033               0            1992          1.5140;
   407    5.045               0            1991          1.4756;
   408    5.058               0            1990          1.4365;
   409    5.070               0            1989          1.3974;
   410    5.082               0            1987          1.3590;
   411    5.095               0            1982          1.3205;
