 Sample   Time     Commanded Pos   Encoder 1 Pos   Encoder 2 Pos   Encoder 3 Pos 

[    0    0.000            2000               0               0               0;
     1    0.012            2000              70               1               0;
     2    0.025            2000             303               0               0;
     3    0.037            2000             685               0               0;
     4    0.050            2000            1181               1               0;
     5    0.062            2000            1733               1               0;
     6    0.074            2000            2272               2               0;
     7    0.087            2000            2724               2               0;
     8    0.099            2000            3033               2               0;
     9    0.112            2000            3154               2               0;
    10    0.124            2000            3071               2               0;
    11    0.136            2000            2813               2               0;
    12    0.149            2000            2420               2               1;
    13    0.161            2000            1944               2               1;
    14    0.174            2000            1435               2               1;
    15    0.186            2000             955               2               1;
    16    0.198            2000             562               1               1;
    17    0.211            2000             308               1               0;
    18    0.223            2000             212               1               0;
    19    0.236            2000             280               1               0;
    20    0.248            2000             498               1               0;
    21    0.260            2000             855               1               0;
    22    0.273            2000            1303               1               0;
    23    0.285            2000            1785               1               0;
    24    0.298            2000            2238               2               0;
    25    0.310            2000            2602               2               0;
    26    0.322            2000            2837               2               0;
    27    0.335            2000            2919               2               0;
    28    0.347            2000            2835               2               0;
    29    0.359            2000            2613               2               1;
    30    0.372            2000            2285               2               1;
    31    0.384            2000            1893               2               1;
    32    0.397            2000            1485               2               1;
    33    0.409            2000            1111               2               1;
    34    0.421            2000             809               1               1;
    35    0.434            2000             616               1               1;
    36    0.446            2000             550               1               0;
    37    0.459            2000             617               1               0;
    38    0.471            2000             805               1               0;
    39    0.483            2000            1092               1               0;
    40    0.496            2000            1439               1               0;
    41    0.508            2000            1795               1               0;
    42    0.521            2000            2113               2               0;
    43    0.533            2000            2353               2               0;
    44    0.545            2000            2486               2               0;
    45    0.558            2000            2508               2               0;
    46    0.570            2000            2416               2               0;
    47    0.583            2000            2236               2               1;
    48    0.595            2000            1990               2               1;
    49    0.607            2000            1712               2               1;
    50    0.620            2000            1444               2               1;
    51    0.632            2000            1216               2               1;
    52    0.645            2000            1052               2               1;
    53    0.657            2000             971               2               0;
    54    0.669            2000             965               1               0;
    55    0.682            2000            1037               1               0;
    56    0.694            2000            1176               1               0;
    57    0.707            2000            1371               1               0;
    58    0.719            2000            1584               2               0;
    59    0.731            2000            1785               2               0;
    60    0.744            2000            1948               2               0;
    61    0.756            2000            2052               2               0;
    62    0.769            2000            2087               2               0;
    63    0.781            2000            2061               2               0;
    64    0.793            2000            1979               2               1;
    65    0.806            2000            1859               2               1;
    66    0.818            2000            1720               2               1;
    67    0.831            2000            1583               2               1;
    68    0.843            2000            1467               2               1;
    69    0.855            2000            1383               2               1;
    70    0.868            2000            1337               2               0;
    71    0.880            2000            1327               2               0;
    72    0.893            2000            1340               2               0;
    73    0.905            2000            1382               2               0;
    74    0.917            2000            1448               2               0;
    75    0.930            2000            1531               2               0;
    76    0.942            2000            1613               2               0;
    77    0.954            2000            1682               2               0;
    78    0.967            2000            1730               2               0;
    79    0.979            2000            1754               2               0;
    80    0.992            2000            1754               2               0;
    81    1.004            2000            1736               2               0;
    82    1.016            2000            1702               2               0;
    83    1.029            2000            1661               2               0;
    84    1.041            2000            1622               2               1;
    85    1.054            2000            1594               2               1;
    86    1.066            2000            1576               2               0;
    87    1.078            2000            1565               2               0;
    88    1.091            2000            1561               2               0;
    89    1.103            2000            1563               2               0;
    90    1.116            2000            1566               2               0;
    91    1.128            2000            1578               2               0;
    92    1.140            2000            1590               2               0;
    93    1.153            2000            1598               2               0;
    94    1.165            2000            1601               2               0;
    95    1.178            2000            1601               2               0;
    96    1.190            2000            1601               2               0;
    97    1.202            2000            1600               2               0;
    98    1.215            2000            1600               2               0;
    99    1.227            2000            1600               2               0;
   100    1.240            2000            1600               2               0;
   101    1.252            2000            1600               2               0;
   102    1.264            2000            1600               2               0;
   103    1.277            2000            1600               2               0;
   104    1.289            2000            1600               2               0;
   105    1.302            2000            1600               2               0;
